day,facility_id,supplier_id,latitude,longitude,demand,expected_demand,replenishment,stock_before_demand,inventory,estimated_days_of_stock,supplier_disrupted,stockout,stl_residual,modified_z,demand_anomaly
22,F07,S01,20.61165316048828,77.00706630521972,13,13.48,0,150.0,137.0,10.16,False,False,0.0026879739204943576,0.534980984290679,False
23,F07,S01,20.61165316048828,77.00706630521972,10,13.48,0,137.0,127.0,9.42,False,False,0.5033651049535397,115.56978934161373,True
24,F07,S01,20.61165316048828,77.00706630521972,17,13.48,55,182.0,165.0,12.24,False,False,0.0003894135761619566,0.006867291215752939,False
25,F07,S01,20.61165316048828,77.00706630521972,11,13.48,0,165.0,154.0,11.42,False,False,0.0003995588857712562,0.009198261963754728,False
26,F07,S01,20.61165316048828,77.00706630521972,15,13.48,0,154.0,139.0,10.31,False,False,-0.00030464528582818673,-0.15259860652357932,False
27,F07,S01,20.61165316048828,77.00706630521972,11,11.46,0,139.0,128.0,11.17,False,False,0.0003432298863472738,-0.0037438023968199906,False
28,F07,S01,20.61165316048828,77.00706630521972,11,11.46,55,183.0,172.0,15.01,False,False,0.0009205591743235431,0.12890248776704324,False
29,F07,S01,20.61165316048828,77.00706630521972,14,13.48,0,172.0,158.0,11.72,False,False,-0.0014448984299963996,-0.41458141697786405,False
30,F07,S01,20.61165316048828,77.00706630521972,9,13.48,0,158.0,149.0,11.05,False,False,0.00016889493524274712,-0.04379873290445862,False
1,F08,S02,20.29122914019804,77.61185289472238,12,10.55,0,121.0,109.0,10.33,False,False,0.0005417473306756904,0.049988851122277626,False
2,F08,S02,20.29122914019804,77.61185289472238,10,10.55,0,109.0,99.0,9.38,False,False,0.0036136316097810095,0.12523023816929632,False
3,F08,S02,20.29122914019804,77.61185289472238,9,10.55,0,99.0,90.0,8.53,False,False,0.00017097373581265174,0.04090728520924476,False
4,F08,S02,20.29122914019804,77.61185289472238,8,10.55,0,90.0,82.0,7.77,False,False,6.505513479027059e-07,0.03673546378596986,False
5,F08,S02,20.29122914019804,77.61185289472238,9,10.55,51,133.0,124.0,11.75,False,False,-0.003935782464861148,-0.0596818010738611,False
6,F08,S02,20.29122914019804,77.61185289472238,9,8.97,0,124.0,115.0,12.83,False,False,-0.0003210402272859625,0.028856110859401624,False
7,F08,S02,20.29122914019804,77.61185289472238,7,8.97,0,115.0,108.0,12.04,False,False,-0.008774015097026577,-0.17818735044510883,False
8,F08,S02,20.29122914019804,77.61185289472238,7,10.55,0,108.0,101.0,9.57,False,False,-5.211196296536483,-127.60403835738005,False
9,F08,S02,20.29122914019804,77.61185289472238,9,10.55,0,101.0,92.0,8.72,False,False,-0.6816222031399253,-16.65863594181122,False
10,F08,S02,20.29122914019804,77.61185289472238,11,10.55,51,143.0,132.0,12.51,False,False,1.6637933825423818,40.78894535829875,True
11,F08,S02,20.29122914019804,77.61185289472238,13,10.55,0,132.0,119.0,11.28,False,False,4.336118073071187,106.24369497990344,True
12,F08,S02,20.29122914019804,77.61185289472238,9,10.55,0,119.0,110.0,10.43,False,False,0.0039359309516928676,0.13312449697804687,False
13,F08,S02,20.29122914019804,77.61185289472238,6,8.97,0,110.0,104.0,11.6,False,False,-2.6505464367304006,-64.88460308956539,False
14,F08,S02,20.29122914019804,77.61185289472238,8,8.97,0,104.0,96.0,10.71,False,False,7.105427357601002e-15,0.036719529466581656,False
15,F08,S02,20.29122914019804,77.61185289472238,10,10.55,25,121.0,111.0,10.52,True,False,-2.43985714044676,-59.72407181689699,False
16,F08,S02,20.29122914019804,77.61185289472238,11,10.55,0,111.0,100.0,9.48,True,False,1.6138031576787455,39.564506702481985,True
17,F08,S02,20.29122914019804,77.61185289472238,13,10.55,0,100.0,87.0,8.25,True,False,3.3167510681541152,81.27576637607467,True
18,F08,S02,20.29122914019804,77.61185289472238,10,10.55,0,87.0,77.0,7.3,True,False,0.6784383387384718,16.65409082166397,True
19,F08,S02,20.29122914019804,77.61185289472238,13,10.55,0,77.0,64.0,6.07,True,False,4.029290615033368,98.72839771304147,True
20,F08,S02,20.29122914019804,77.61185289472238,8,8.97,25,89.0,81.0,9.03,True,False,-0.278239921906664,-6.778367158046734,False
21,F08,S02,20.29122914019804,77.61185289472238,9,8.97,0,81.0,72.0,8.03,True,False,0.06938815918570995,1.7362826859576785,False
22,F08,S02,20.29122914019804,77.61185289472238,9,10.55,0,72.0,63.0,5.97,False,False,-3.61755498051631,-88.5700864964991,False
23,F08,S02,20.29122914019804,77.61185289472238,9,10.55,0,63.0,54.0,5.12,False,False,-0.06211188955231606,-1.4846218679994514,False
24,F08,S02,20.29122914019804,77.61185289472238,10,10.55,0,54.0,44.0,4.17,False,False,-0.005273179437530473,-0.09243941630715086,False
25,F08,S02,20.29122914019804,77.61185289472238,10,10.55,51,95.0,85.0,8.06,False,False,-0.0047426496289944,-0.07944485172164199,False
26,F08,S02,20.29122914019804,77.61185289472238,9,10.55,0,85.0,76.0,7.2,False,False,-0.005216518641050882,-0.09105159159405493,False
27,F08,S02,20.29122914019804,77.61185289472238,8,8.97,0,76.0,68.0,7.58,False,False,-0.00370429005362638,-0.054011727422116726,False
28,F08,S02,20.29122914019804,77.61185289472238,10,8.97,0,68.0,58.0,6.47,False,False,-0.02386954681307074,-0.5479306875405503,False
29,F08,S02,20.29122914019804,77.61185289472238,13,10.55,0,58.0,45.0,4.27,False,False,-0.002677260302009543,-0.028856110859401624,False
30,F08,S02,20.29122914019804,77.61185289472238,9,10.55,51,96.0,87.0,8.25,False,False,0.031206150953153156,0.8010693124594497,False
1,F09,S03,20.046665663213616,77.97375551884146,5,6.23,0,94.0,89.0,14.27,False,False,-0.3922978966651751,-0.9466868337795394,False
2,F09,S03,20.046665663213616,77.97375551884146,6,6.23,15,104.0,98.0,15.72,False,False,-0.3226572664000589,-0.7815709613794318,False
3,F09,S03,20.046665663213616,77.97375551884146,9,6.23,0,98.0,89.0,14.27,False,False,0.30861107614962613,0.7151475878619644,False
4,F09,S03,20.046665663213616,77.97375551884146,6,6.23,15,104.0,98.0,15.72,False,False,0.19019117332280544,0.4343775045018661,False
5,F09,S03,20.046665663213616,77.97375551884146,7,6.23,0,98.0,91.0,14.6,False,False,0.2652727079895536,0.6123936001409218,False
6,F09,S03,20.046665663213616,77.97375551884146,6,5.3,15,106.0,100.0,18.87,False,False,0.06848770154216233,0.14582217637398914,False
7,F09,S03,20.046665663213616,77.97375551884146,5,5.3,0,100.0,95.0,17.93,False,False,0.09191360147059857,0.20136429149724772,False
8,F09,S03,20.046665663213616,77.97375551884146,7,6.23,15,110.0,103.0,16.52,False,False,1.2130071798580895,2.8594439718922837,True
9,F09,S03,20.046665663213616,77.97375551884146,6,6.23,0,103.0,97.0,15.56,False,False,0.2774147778898257,0.6411820883653135,False
10,F09,S03,20.046665663213616,77.97375551884146,7,6.23,15,112.0,105.0,16.84,False,False,-0.8783529259424689,-2.0991089168085764,False
11,F09,S03,20.046665663213616,77.97375551884146,5,6.23,0,105.0,100.0,16.04,False,False,-0.5304047256158722,-1.2741340360778992,False
12,F09,S03,20.046665663213616,77.97375551884146,6,6.23,15,115.0,109.0,17.48,False,False,-0.5591548870897967,-1.3422998176818157,False
13,F09,S03,20.046665663213616,77.97375551884146,5,5.3,0,109.0,104.0,19.62,False,False,-0.07232409205276369,-0.18803841700574098,False
14,F09,S03,20.046665663213616,77.97375551884146,5,5.3,15,119.0,114.0,21.51,False,False,-0.11636960208640978,-0.292469017171577,False
15,F09,S03,20.046665663213616,77.97375551884146,7,6.23,0,114.0,107.0,17.16,True,False,0.5636481633663557,1.3198329703730176,False
16,F09,S03,20.046665663213616,77.97375551884146,6,6.23,7,114.0,108.0,17.32,True,False,0.5370403836294386,1.2567467124347167,False
17,F09,S03,20.046665663213616,77.97375551884146,5,6.23,0,108.0,103.0,16.52,True,False,-2.6068644087885575,-6.197358463908066,False
18,F09,S03,20.046665663213616,77.97375551884146,6,6.23,7,110.0,104.0,16.68,True,False,0.4518784324901697,1.0548302478058873,False
19,F09,S03,20.046665663213616,77.97375551884146,5,6.23,0,104.0,99.0,15.88,True,False,-1.7965364293893211,-4.276094817393622,False
20,F09,S03,20.046665663213616,77.97375551884146,4,5.3,7,106.0,102.0,19.25,True,False,-0.3730663037328643,-0.9010892963567217,False
21,F09,S03,20.046665663213616,77.97375551884146,4,5.3,0,102.0,98.0,18.49,True,False,-1.1963647862467042,-2.853105621718026,False
22,F09,S03,20.046665663213616,77.97375551884146,6,6.23,15,113.0,107.0,17.16,False,False,0.008604245300958269,0.003840274688746337,False
23,F09,S03,20.046665663213616,77.97375551884146,4,6.23,0,107.0,103.0,16.52,False,False,-0.2915505726973935,-0.7078179116346864,False
24,F09,S03,20.046665663213616,77.97375551884146,7,6.23,15,118.0,111.0,17.8,False,False,0.055441012422130065,0.1148888627640147,False
25,F09,S03,20.046665663213616,77.97375551884146,5,6.23,0,111.0,106.0,17.0,False,False,-0.19907915341460924,-0.48857091446037715,False
26,F09,S03,20.046665663213616,77.97375551884146,7,6.23,15,121.0,114.0,18.28,False,False,0.05026524860892945,0.10261728000980738,False
27,F09,S03,20.046665663213616,77.97375551884146,4,5.3,0,114.0,110.0,20.76,False,False,0.1769501198343102,0.4029833587291141,False
28,F09,S03,20.046665663213616,77.97375551884146,6,5.3,15,125.0,119.0,22.45,False,False,0.17552609197857905,0.3996070308465837,False
29,F09,S03,20.046665663213616,77.97375551884146,6,6.23,0,119.0,113.0,18.12,False,False,-0.1957108051832579,-0.4805846605357695,False
30,F09,S03,20.046665663213616,77.97375551884146,4,6.23,15,128.0,124.0,19.89,False,False,0.005364833537231384,-0.003840274688746337,False
1,F10,S01,20.456069984217034,77.78517596139301,15,14.93,0,130.0,115.0,7.7,False,False,-0.011811652288582053,0.020290733266911155,False
2,F10,S01,20.456069984217034,77.78517596139301,14,14.93,0,115.0,101.0,6.77,False,False,0.03253444556751717,0.18697627409724352,False
3,F10,S01,20.456069984217034,77.78517596139301,9,14.93,0,101.0,92.0,6.16,False,False,0.09391585646383938,0.4176931616435315,False
4,F10,S01,20.456069984217034,77.78517596139301,18,14.93,64,156.0,138.0,9.25,False,False,-0.022608207749170717,-0.020290733266911155,False
5,F10,S01,20.456069984217034,77.78517596139301,19,14.93,0,138.0,119.0,7.97,False,False,0.1443597879010916,0.6072988857031997,False
6,F10,S01,20.456069984217034,77.78517596139301,15,12.69,0,119.0,104.0,8.2,False,False,-0.2318075314031276,-0.8066170187893152,False
7,F10,S01,20.456069984217034,77.78517596139301,11,12.69,0,104.0,93.0,7.33,False,False,-0.2037590490819774,-0.7011900100738706,False
8,F10,S01,20.456069984217034,77.78517596139301,15,14.93,64,157.0,142.0,9.51,False,False,-0.037414091662688165,-0.07594223107409293,False
9,F10,S01,20.456069984217034,77.78517596139301,16,14.93,0,142.0,126.0,8.44,False,False,1.2766723655007866,4.863369735468714,True
10,F10,S01,20.456069984217034,77.78517596139301,11,14.93,0,126.0,115.0,7.7,False,False,-0.23384499562609307,-0.8142753211506524,False
11,F10,S01,20.456069984217034,77.78517596139301,15,14.93,0,115.0,100.0,6.7,False,False,-1.8182499179338851,-6.7696446577289775,False
12,F10,S01,20.456069984217034,77.78517596139301,17,14.93,64,164.0,147.0,9.85,False,False,-0.34964647248962955,-1.2495431966373567,False
13,F10,S01,20.456069984217034,77.78517596139301,14,12.69,0,147.0,133.0,10.48,False,False,0.37576670716051375,1.4770977936883527,False
14,F10,S01,20.456069984217034,77.78517596139301,10,12.69,0,133.0,123.0,9.69,False,False,0.31744185862071816,1.257869735466632,False
15,F10,S01,20.456069984217034,77.78517596139301,12,14.93,0,123.0,111.0,7.44,True,False,-3.8465116269119086,-14.393357143177285,False
16,F10,S01,20.456069984217034,77.78517596139301,16,14.93,32,143.0,127.0,8.51,True,False,-0.1895574837557934,-0.6478099899261294,False
17,F10,S01,20.456069984217034,77.78517596139301,16,14.93,0,127.0,111.0,7.44,True,False,1.8198409867359278,6.905000448647532,True
18,F10,S01,20.456069984217034,77.78517596139301,9,14.93,0,111.0,102.0,6.83,True,False,-6.996910729605612,-26.234894587303717,False
19,F10,S01,20.456069984217034,77.78517596139301,9,14.93,0,102.0,93.0,6.23,True,False,-7.16789561464725,-26.877582657164133,False
20,F10,S01,20.456069984217034,77.78517596139301,12,12.69,32,125.0,113.0,8.91,True,False,0.0515825053574126,0.25857301656937837,False
21,F10,S01,20.456069984217034,77.78517596139301,11,12.69,0,113.0,102.0,8.04,True,False,3.0731827918327355,11.615988939805003,True
22,F10,S01,20.456069984217034,77.78517596139301,14,14.93,0,102.0,88.0,5.9,False,False,-2.4497065048396465,-9.143127056130941,False
23,F10,S01,20.456069984217034,77.78517596139301,14,14.93,0,88.0,74.0,4.96,False,False,-3.5760012164144115,-13.376578300079842,False
24,F10,S01,20.456069984217034,77.78517596139301,17,14.93,64,138.0,121.0,8.11,False,False,0.026899557042495914,0.16579618189703163,False
25,F10,S01,20.456069984217034,77.78517596139301,15,14.93,0,121.0,106.0,7.1,False,False,-0.002792351254139902,0.05419195893316885,False
26,F10,S01,20.456069984217034,77.78517596139301,15,14.93,0,106.0,91.0,6.1,False,False,0.041804972925623574,0.22182179469936408,False
27,F10,S01,20.456069984217034,77.78517596139301,10,12.69,0,91.0,81.0,6.38,False,False,-0.08324676856888047,-0.2482154390258004,False
28,F10,S01,20.456069984217034,77.78517596139301,6,12.69,64,145.0,139.0,10.96,False,False,-0.045285346713646035,-0.10552824807698344,False
29,F10,S01,20.456069984217034,77.78517596139301,17,14.93,0,139.0,122.0,8.17,False,False,0.002101181446231948,0.07258548585360369,False
30,F10,S01,20.456069984217034,77.78517596139301,19,14.93,0,122.0,103.0,6.9,False,False,0.057211120697498785,0.27972952948586116,False
